S1 - Recherche et développement (R et D);;;;;;
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111500;Génie logiciel ou matériel;Génie logiciel ou matériel/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111501;Conception d'applications logicielles pour ordinateurs centraux;Conception d'applications logicielles pour ordinateurs centraux/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111502;Conception d'applications pour ordinateurs personnels (PC);Conception d'applications pour ordinateurs personnels (PC)/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111503;Intégration de systèmes;Intégration de systèmes/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111504;Services de programmation d'applications;Services de programmation d'applications/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111505;Services de programmation de systèmes d'exploitation;Services de programmation de systèmes d'exploitation/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111506;Services de programmation client-serveur;Services de programmation client-serveur/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111507;Services de programmation d'applications PGI/Bases de données;Services de programmation d'applications PGI/Bases de données/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111508;Services de mise en œuvre d'applications;Services de mise en œuvre d'applications/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111509;Services de développement d'applications Internet/Intranet client;Services de développement d'applications Internet/Intranet client/Services informatiques
Services;S4;Traitement de l'information et services de télécommunications connexes;S4 - Traitement de l'information et services de télécommunications connexes;81111510;Services de développement d'applications Internet/Intranet serveur;Services de développement d'applications Internet/Intranet serveur/Services informatiques
